index,h1,h2,h3,h4,h5,h6,title1,title2,type,dimension,备注,from,url,content_category,answer,passage_genetate_title,catalogue,count
425,乳腺癌,科室与专家门诊,,,,,乳腺癌的科室与专家门诊,,,,,www.mayoclinic.org,https://www.mayoclinic.org/zh-hans/diseases-conditions/breast-cancer/doctors-departments/ddc-20352478?filterLetter=H&lastInitial=V&page=1_d0c7fe5d8bc8aba30f6a5aaca2e31850,256, 妙佑医疗国际是美国规模最大、经验最丰富的医疗机构之一，在亚利桑那州、佛罗里达州和明尼苏达州都有院区。医务人员掌握数几十种专业技能，齐心协力，确保高品质治疗与成功康复。,妙佑医疗国际是美国最大、经验最丰富的医疗机构之一,乳腺癌_科室与专家门诊,2
426,结肠癌,科室与专家门诊,,,,,结肠癌的科室与专家门诊,,,,,www.mayoclinic.org,https://www.mayoclinic.org/zh-hans/diseases-conditions/colon-cancer/doctors-departments/ddc-20353677?filterLocation=ALL&page=6_92edd5e3e1367fa4ead48e76fcac0d1e,256, 妙佑医疗国际是美国规模最大、经验最丰富的医疗机构之一，在亚利桑那州、佛罗里达州和明尼苏达州都有院区。医务人员掌握数几十种专业技能，齐心协力，确保高品质治疗与成功康复。,妙佑医疗国际是美国最大、经验最丰富的医疗机构之一,结肠癌_科室与专家门诊,2
427,网球肘,症状,,,,,网球肘的症状,,,,,www.mayoclinic.org,https://www.mayoclinic.org/zh-hans/diseases-conditions/tennis-elbow/symptoms-causes/syc-20351987_151862ed6911ec73eee7164b67731ab6,256, 与网球肘相关的疼痛可能从肘外侧放射至前臂和手腕。疼痛和无力使得难以：握手或抓住一个物体 转动门把手 端住一杯咖啡 如果休息、冰敷或使用非处方止痛药等自我治疗步骤无法减轻您的肘部疼痛和压痛，请就医。,网球肘的疼痛是什么,网球肘_症状,2
428,老年患者评估,体格检查,体格检查肌力,,,,老年患者体格检查肌力,,,,,www.msdmanuals.cn,https://www.msdmanuals.cn/professional/geriatrics/approach-to-the-geriatric-patient/overview-of-evaluation-of-the-older-adult?autoredirectid=18665_796cd8356517b151a57ed663b99342c1,256, 老年人，特别是不常规进行阻力训练的人可能在常规检查中发现肌力减退。比如，尽管患者努力维持肘部屈曲，医生也可轻易地使其伸直。如果这种肌力减退是对称性的，没有干扰到患者，没有改变患者的功能或日常活动，那么可认为是废用所引起的，而不是神经性疾病。这种肌力减退可以通过阻抗训练来治疗;尤其是腿部，这种锻炼可以改善活动度并降低跌倒风险。加强上肢训练也有利于整体功能。在肘或膝关节弯曲和伸直的检查中发现肌张力增高在老年人中可认为是正常的；在检查中发现抖动运动和齿轮样强直是不正常的。 肌肉减少症（肌肉量的减少）是一种正常的年龄相关发现。除非伴随功能的降低或改变（如患者必须借助扶手从椅子上起身），肌肉减少症的临床意义不大。肌肉减少症通常影响手部肌肉（如骨间肌和鱼际肌）。在使用轮椅的患者中手腕、手指和拇伸肌肌力减退是很常见的，因为扶手对手的压迫容易损伤桡神经。手臂功能可以通过让患者拿起一个餐具或用双手触摸他们的头后部来检测。 ,肌肉减少症是什么意思,老年患者评估_体格检查_体格检查肌力,3
429,中枢性睡眠呼吸暂停,中枢性睡眠呼吸暂停的治疗,中枢性睡眠呼吸暂停的治疗治疗参考文献,,,,中枢性睡眠呼吸暂停的治疗,中枢性睡眠呼吸暂停的治疗参考文献,SP,PO,,www.msdmanuals.cn,https://www.msdmanuals.cn/professional/pulmonary-disorders/sleep-apnea/central-sleep-apnea?ruleredirectid=449_f533b7348b16549173ea941c0e0a88b4,256," 1. :NovelphrenicnervestimulatortreatsCheyne-Stokesrespiration:PolysomnographicInsights. 16(5):817–820,2020.doi:10.5664/jcsm.8328 ",u1:novelphricstmay-kg658,中枢性睡眠呼吸暂停_中枢性睡眠呼吸暂停的治疗_中枢性睡眠呼吸暂停的治疗治疗参考文献,3
430,勃起功能障碍 (ED),勃起功能障碍的病因,其他疾病,,,,勃起功能障碍的病因,其他疾病引起的勃起功能障碍,SP,po,,www.msdmanuals.cn,https://www.msdmanuals.cn/home/men-s-health-issues/sexual-dysfunction-in-men/erectile-dysfunction-ed?ruleredirectid=449_4302da5780d0bc8c1c484d820c310b68,256, 激素失调（如 水平异常低）往往会降低性欲，但也可造成ED。 在 佩罗尼病中，瘢痕组织在阴茎内部生长，造成勃起弯曲且常引起疼痛，引发ED。 药物，包括酒精及违禁药物（比如可卡因和苯丙胺类）也能引起或加重ED。 有时 心理问题（如表现焦虑或抑郁）或者使男性体能降低的因素（如疾病、疲劳或压力）可引起或加重ED。勃起功能障碍可能是情境性的，涉及特定的地点、时间或伴侣。 持续性的、痛性勃起（ 阴茎异常勃起）会损伤阴茎的勃起组织，导致ED。 ,什么会导致ed,勃起功能障碍 (ED)_勃起功能障碍的病因_其他疾病,3
431,皮肤真菌感染概述,皮肤真菌感染的治疗,皮肤真菌感染的治疗一些涂抹于皮肤的抗真菌药物（外用药）,,,,皮肤真菌感染的治疗,皮肤真菌感染的治疗一些涂抹于皮肤的抗真菌药物（外用药）,SP,PO,,www.msdmanuals.cn,https://www.msdmanuals.cn/home/skin-disorders/%E7%9A%AE%E8%82%A4%E7%9C%9F%E8%8F%8C%E6%84%9F%E6%9F%93/overview-of-fungal-skin-infections_29056e3c74df8d2be64aad6c0c78c9c5,256, Butoconazole 龙胆紫 （仅针对 念珠菌） （洗发水，用于 花斑癣和 头癣） ,龙胆紫的功效与作用,皮肤真菌感染概述_皮肤真菌感染的治疗_皮肤真菌感染的治疗一些涂抹于皮肤的抗真菌药物（外用药）,3
432,肌阵挛,肌阵挛的症状,肌阵挛的症状你知道吗……,,,,肌阵挛的症状,,,,,www.msdmanuals.cn,https://www.msdmanuals.cn/home/brain-spinal-cord-and-nerve-disorders/movement-disorders/myoclonus?ruleredirectid=449_459e1f69bb7bb1ea5e602404b1672503,256, 某些肌阵挛是正常的，如一个人入睡时出现的快速肌肉抽动。 ,什么是肌阵挛,肌阵挛_肌阵挛的症状_肌阵挛的症状你知道吗……,3
433,虐待老人问题,老年人虐待的治疗,老年人虐待的治疗干预,,,,老年人虐待的治疗,老年人虐待的治疗干预,SP,PO,,www.msdmanuals.cn,https://www.msdmanuals.cn/%E4%B8%93%E4%B8%9A/%E8%80%81%E5%B9%B4%E7%97%85%E5%AD%A6/%E8%99%90%E5%BE%85%E8%80%81%E4%BA%BA%E9%97%AE%E9%A2%98_17a7a5693e55fa7d6b9cddceb3a35644,256, 如果患者现处于危险之中，医生在与患者协商后，应该考虑安排住院、执法干预或搬至安全的地方。应告知患者每一个选择的风险及后果。 如果患者目前并没有处于危险之中，应采取措施以降低风险，但不那么紧迫。干预的选择取决于行为人的伤害意图。例如，如果因为对于医嘱的误解，一个家庭成员管理太多的药物，唯一需要的干预可能是给予更清晰的指示。如出现故意过量使用，需要更深入的干预。 总而言之，应根据每一种不同的情况进行个体化干预。干预措施可能包括 医疗辅助 文化敏感xing宣教（如教导受害者关于虐待及可有的选择，帮助他们制定安全计划） 创伤知情心理支持（例如，对受害者和可能的家庭进行短期或长期心理治疗，以识别和解决特定的创伤以及创伤在个人生活中的作用） 执法以及法律干预（如逮捕罪犯，保护令，包括资产保护的法律宣传） 替代性住房（如老年庇护中心、护理之家） 转介服务以提供基本支持（例如交通和食品援助）并减少社会孤立 如果受害者有决策能力，他们应该帮助决定自己的干预措施。如果没有，由跨学科团队，理想的情况下为监护人或监督官做大部分决定。基于暴力的严重程度、受害人先前的生活方式选择以及法律后果作出决定。通常，没有简单的正确选择；每个病例都必须认真监测。 ,如何预防暴力暴力,虐待老人问题_老年人虐待的治疗_老年人虐待的治疗干预,3
434,碳青霉烯类,碳青霉烯类,,,,,碳青霉烯类的概述,,,,,www.msdmanuals.cn,https://www.msdmanuals.cn/home/infections/antibiotics/carbapenems?ruleredirectid=449_adb1e739c9fbe32d5b98a19e27ffab69,256, 药物 常见使用范围 一些潜在副作用 Doripenem 厄他培南 亚胺培南-西司他丁 亚胺培南-西司他丁-瑞来巴坦 美罗培南 美罗培南-法硼巴坦 坏疽脓毒血症肺炎腹部和 泌尿系统感染对其它抗生素具耐药性的敏感细菌感染 除外厄他培南， 假单胞菌感染或 肠球菌感染不常见情况下，癫痫发作（亚胺培南风险稍高） 意识模糊 对青霉素过敏的人很少会出现过敏反应 （也请参见 抗生素概述。） ,青霉素的抗生素有哪些,碳青霉烯类_碳青霉烯类,2
435,儿童咳嗽,儿童咳嗽的评估,儿童咳嗽的评估何时就医,,,,儿童咳嗽的评估,儿童咳嗽的评估何时就医,SP,PO,,www.msdmanuals.cn,https://www.msdmanuals.cn/home/children-s-health-issues/symptoms-in-infants-and-children/cough-in-children?ruleredirectid=449_7dfeed719f5b7b28a5b6f23e6eb822df,256, 与父母认为可能吸入异物的儿童一样，有警示体征的儿童应立即前去就医。如果儿童无警示体征但常有剧烈或犬吠样咳嗽，父母应联系医生。医生通常要在约一天内查看这样的儿童，具体时间取决于儿童年龄、其他症状（如发热）和病史（尤其是哮喘或囊性纤维化等肺病史）。而偶有咳嗽和有典型感冒症状（如流涕）的健康儿童可能无需看医生。 患有慢性咳嗽且无任何警示体征的儿童应去看医生，但是延迟几天到一周通常对身体无害。 ,儿童有警示体征怎么办,儿童咳嗽_儿童咳嗽的评估_儿童咳嗽的评估何时就医,3
436,前后阴道壁脱垂,阴道前壁脱垂的治疗,阴道前壁脱垂的治疗盆底肌锻炼,,,,阴道前壁脱垂的治疗,阴道前壁脱垂的治疗盆底肌锻炼,SP,PO,,www.msdmanuals.cn,https://www.msdmanuals.cn/professional/gynecology-and-obstetrics/pelvic-organ-prolapse-pop/anterior-and-posterior-vaginal-wall-prolapse?ruleredirectid=449_100ea018e6191b4cb064d50651efe078,256, 盆底功能锻炼（包括凯格尔锻炼）值得推荐。凯格尔锻炼涉及耻骨尾骨肌的等长收缩。保持这些肌肉紧缩1~2秒，然后放松约10秒。逐渐使每次收缩保续约10秒。连续重复约10次该练习。建议每天多做几次这种训练。 练习可通过 使用一定重量的阴道哑铃（有助于患者重点锻炼有关的盆底肌肉） 生物反馈装置 电刺激使肌肉收缩 盆底锻炼可以缓解脱垂(和压力性尿失禁)引起的烦恼，但似乎并不能减轻脱垂的严重程度。 ,盆底功能锻炼的方法有哪些,前后阴道壁脱垂_阴道前壁脱垂的治疗_阴道前壁脱垂的治疗盆底肌锻炼,3
437,单基因遗传病,遗传方式,遗传方式X连锁隐性基因的遗传,,,,单基因遗传病的遗传方式,单基因遗传病遗传方式×连锁隐性记忆的遗传,SP,PO,,www.msdmanuals.cn,https://www.msdmanuals.cn/home/fundamentals/genetics/inheritance-of-single-gene-disorders?ruleredirectid=14_ca0a3eb3be2d397f0a6a3037dd5c3cb9,256, 如果一个基因是X连锁的，它只出现在X染色体上。X连锁隐性疾病通常只出现在男性中。因为男性只有一条X染色体，没有配对基因影响异常基因的效应。女性有两条X染色体，所以她们通常在另一条X染色体上有相应的正常基因。正常基因是显性的，可防止女性发病（除非这条正常基因失活或丢失）。 如果父方X染色体上有一个异常隐性基因（因此患病）而母亲有两个正常基因，他们所有的女儿都得到一个异常基因和一个正常基因，使她们成为携带者。他们的儿子因为只接受父亲的Y染色体而不会得到异常基因。 如果母亲是携带者，而父亲的基因正常，则所有儿子有50%的几率从母亲那里获得异常基因（从而患病）。所有女儿都有50%的几率得到一个异常基因和一个正常基因（成为携带者）或50%的几率得到两个正常基因。 ,x连锁隐性疾病是什么意思,单基因遗传病_遗传方式_遗传方式X连锁隐性基因的遗传,3
438,偏头痛,偏头痛的治疗,偏头痛的治疗神经调节治疗,,,,偏头痛的治疗,偏头痛的神经调节治疗,SP,PO,,www.msdmanuals.cn,https://www.msdmanuals.cn/professional/neurologic-disorders/headache/migraine?ruleredirectid=14_8763aec33c0e0ae6702b2676b4717dbf,256, 通过电流或磁场影响大脑活动的神经调节治疗可以是无创的，使用市售设备。它们还可用于治疗和预防发作。 无创经颅磁刺激，使用应用于头部后部的手持设备可以缓解急性偏头痛（ 3）。使用臂带传递无痛皮肤电刺激（称为远程电神经调节）的设备可以缓解急性偏头痛。一种提供非侵入性的手持设备 迷走神经刺激也是有效的。 三叉神经刺激，将装置应用于前额，可用于18岁以上的患者治疗急性偏头痛发作（有或无先兆）或减少某些患者的发作频率。 无创神经调节装置没有明显的副作用。侵入性治疗往往只能在专门的中心进行，并且比非侵入性治疗具有更大的风险。 ,什么是无创神经调节治疗,偏头痛_偏头痛的治疗_偏头痛的治疗神经调节治疗,3
439,儿童和青少年抑郁症,抑郁症的症状和体征,重度抑郁症,,,,儿童和青少年抑郁症的症状和体征,儿童和青少年重度抑郁症,SP,S,,www.msdmanuals.cn,https://www.msdmanuals.cn/professional/pediatrics/mental-disorders-in-children-and-adolescents/%E5%84%BF%E7%AB%A5%E5%92%8C%E9%9D%92%E5%B0%91%E5%B9%B4%E6%8A%91%E9%83%81%E7%97%87_a5e52687de666ae46c946730c19a4aec,256, 重度抑郁症是持续 2周的离散抑郁发作。出现于2%的儿童和5%的青少年。重性抑郁障碍可以首先发生在任何年龄，但在青春期后更常见。不治疗的话，重度抑郁能够在6～12个月时缓和。有严重发作，较年轻或有多发性发作的患者的复发风险更高。缓解期间即使轻度抑郁症状的持续也是复发的强烈预测因素。 对于诊断，在同一个2周期间，几乎每天的大部分时间内必须存在以下 1项： 感到悲伤或被其他人观察为悲伤（例如，泪水）或易怒 几乎所有活动中的兴趣或快乐的丧失（通常表示为深度无聊） 此外，必须存在以下 4项： 体重减轻（在儿童中，未能获得预期的体重增加）或食欲减少或增加 失眠或睡眠过度 他人观察到的精神运动性激越或迟滞（未自我报告） 疲劳或乏力 思维，集中和做出选择的能力下降 经常性的死亡思想（不只是害怕死亡）和/或自杀意念或计划 无价值的感觉（即，感觉被拒绝和不爱）或过度或不当的内疚 青少年重度抑郁是学习失败、 药物滥用、 自杀行为的风险因素。抑郁时，儿童和青少年趋于学习大幅度下降，并且损失重要的同龄人之间的关系。在非常严重的抑郁症中，可能会出现精神病症状。 ,重度抑郁症的症状是什么,儿童和青少年抑郁症_抑郁症的症状和体征_重度抑郁症,3
440,卟啉病概述,卟啉病的诊断,卟啉病的诊断筛查,,,,卟啉病的诊断,卟啉病概述和诊断筛查,SP,PO,,www.msdmanuals.cn,https://www.msdmanuals.cn/home/hormonal-and-metabolic-disorders/porphyrias/overview-of-porphyrias?ruleredirectid=14_eda5276bf7e0f702547c87d2046fb1ee,256, 为了避免暴露在可诱发急性卟啉病发作或皮肤卟啉病症状的物质下，人们需要知道自己是否携带某种缺陷酶基因。通常会对血样进行基因分析。 如果一个儿童的父亲或母亲存在可导致急性卟啉病的酶缺陷，则最好在儿童青春期之前进行检测。然后，该儿童可以提前学习如何避免急性发作（在青春期之前较为罕见）。 酶缺陷者的较年长家人也应接受检测，以确认他们是否容易发生急性卟啉病或是否有可能将这种病遗传给子女。 ,如何预防急性卟啉病,卟啉病概述_卟啉病的诊断_卟啉病的诊断筛查,3
